postal code,latitude,longitude
621-739,35.270770621,128.866070719
621-738,35.270770621,128.866070719
621-733,35.270770621,128.866070719
621-732,35.270770621,128.866070719
621-731,35.270770621,128.866070719
621-730,35.2512435862,128.872381592
621-737,35.270770621,128.866070719
621-736,35.270770621,128.866070719
621-735,35.270770621,128.866070719
621-734,35.270770621,128.866070719
210-180,37.7290163125,128.894455216
500-070,35.1804096207,126.90118059
766-821,36.3787570848,129.366777842
570-200,35.9646915871,126.929107254
766-820,36.3618450196,129.378540744
766-823,36.3610586773,129.377852913
437-060,37.3074644167,126.940116403
766-822,36.4012793677,129.400770626
151-896,37.4705983319,126.936857414
550-270,34.7063741809,127.728133703
526-003,34.7481784105,126.462940061
573-914,35.9460359671,126.844912353
573-911,35.9273772651,126.857026844
573-910,35.9466084034,126.811629828
573-913,35.9248454222,126.828612333
573-912,35.9651800232,126.820308232
613-728,35.1572477499,129.125392828
443-712,37.2701743075,127.047375439
443-711,37.2701743075,127.047375439
705-040,35.8400474628,128.568889686
705-041,35.8361637388,128.560429007
606-600,35.0912243603,129.067954194
616-792,35.2435799969,129.019828481
225-841,37.5382057438,128.15183739
225-840,37.5609517359,128.110212812
225-843,37.5612484612,128.114291573
225-842,37.5674736757,128.034959158
225-844,37.5536917286,128.078541013
616-790,35.231887199,129.010049091
100-420,37.5643582178,127.015271168
580-900,35.6881634542,126.88665596
132-779,37.6564368867,127.028399613
580-902,35.6953729726,126.90683376
136-808,37.6104740264,127.019385015
580-903,35.7112841353,126.837305771
136-802,37.6104740264,127.019385015
580-904,35.6787427072,126.868385442
136-800,37.6067279511,127.027288963
136-801,37.6067279511,127.027288963
136-807,37.6104740264,127.019385015
136-804,37.6104740264,127.019385015
580-905,35.6836787339,126.882941679
121-070,37.5419208156,126.941780568
535-919,,
535-918,,
535-917,34.6874780671,125.421048308
535-916,34.6913379275,125.203375937
535-915,34.7008967901,125.464490329
535-914,,
535-913,34.727046267,125.450308442
535-912,34.6472119788,125.468600206
535-911,34.665974628,125.419519087
535-910,34.6829950255,125.427326486
219-822,38.3220297309,128.499716639
219-823,38.3056713658,128.506719024
219-820,38.3288274999,128.525532042
219-821,38.3760538711,128.49172273
472-010,37.632082078,127.205765292
513-840,35.2578090075,126.475260526
513-843,35.2527047383,126.44632893
513-842,35.2848668039,126.46698241
143-756,37.5470545883,127.103211569
143-757,37.5470545883,127.103211569
143-754,37.5470545883,127.103211569
143-755,37.5470545883,127.103211569
143-752,37.5470545883,127.103211569
143-753,37.5470545883,127.103211569
143-751,37.5470545883,127.103211569
143-758,37.5338432975,127.072916916
143-759,37.5389863156,127.097710485
472-927,37.6104709089,127.200600134
517-922,35.2615624178,126.895508347
517-923,35.3019400652,126.874038485
517-920,35.2749712356,126.887942365
517-921,35.2966112656,126.901092315
570-780,35.9523659902,126.972488824
400-170,37.4730768458,126.63087293
690-777,33.5104263553,126.536196702
690-776,33.4983411489,126.535163506
690-775,33.4828888436,126.430019509
690-774,33.4881767768,126.496890564
690-773,33.392604744,126.563896198
690-772,33.4832017399,126.477272658
690-771,33.5148451671,126.531674045
690-770,33.5052965257,126.529086599
690-779,33.5104263553,126.536196702
690-778,33.5104263553,126.536196702
450-060,37.0256313785,127.121723763
232-913,37.451465272,128.4744791
232-912,37.5026192395,128.467899027
232-910,37.5009422507,128.458109526
412-500,37.7033167224,126.903679918
138-835,37.5110126424,127.12392369
138-834,37.5110126424,127.12392369
138-837,37.5027809958,127.092528826
138-836,37.5110126424,127.12392369
138-831,37.5110126424,127.12392369
138-830,37.5146046528,127.114387535
138-833,37.5110126424,127.12392369
138-832,37.5146046528,127.114387535
138-839,37.5027809958,127.092528826
138-838,37.5027809958,127.092528826
150-955,37.5258485828,126.896713576
429-902,37.4362795954,126.797890586
429-903,37.4430100253,126.788538387
429-900,37.3849751197,126.759139959
429-901,37.3849751197,126.759139959
429-906,37.4362795954,126.797890586
429-907,37.4042656581,126.778333146
429-904,37.4430100253,126.788538387
429-905,37.4362795954,126.797890586
110-033,37.5826496685,126.971931855
110-032,37.5844902776,126.967923272
110-031,37.5846825916,126.973144785
110-030,37.5891974379,126.969329764
110-035,37.5835230927,126.963385996
110-034,37.5805450724,126.972462474
448-946,37.3311110878,127.113932722
618-420,35.0462492956,128.840631469
769-963,36.3668409376,128.374140883
769-962,36.3999959467,128.343255469
769-961,36.3700838926,128.336425516
769-960,36.3768061252,128.381724205
561-738,35.8442327511,127.094265399
561-739,35.8442327511,127.094265399
445-787,37.2075216907,127.057939022
561-734,35.8492640151,127.160225834
561-735,35.8357672062,127.15718819
561-736,35.8570675587,127.106126552
561-737,35.854354392,127.095867119
561-730,35.8357672062,127.15718819
561-731,35.8357672062,127.15718819
561-733,35.8603978404,127.073350626
445-785,37.2075216907,127.057939022
139-242,37.6212724511,127.083359909
139-241,37.6248431089,127.073821319
139-240,37.6248431089,127.073821319
568-810,36.0081841021,127.789686589
568-811,35.8946874561,127.744169965
568-812,35.999871297,127.76126055
568-813,36.0065102089,127.86010531
568-814,35.8777469323,127.775119342
568-815,35.982734952,127.818058186
568-816,36.0113680536,127.797722478
607-795,35.2002998156,129.056812884
607-794,35.2124968235,129.081540944
607-791,35.1977613086,129.110055344
607-790,35.2200655751,129.080126585
607-793,35.2124968235,129.081540944
607-792,35.2002998156,129.056812884
718-814,36.0399788701,128.356339923
431-778,37.3897592237,126.952490693
431-779,37.3897592237,126.952490693
431-776,37.3897592237,126.952490693
431-777,37.3897592237,126.952490693
431-774,37.3897592237,126.952490693
431-775,37.3897592237,126.952490693
431-772,37.3960834474,126.950173828
431-773,37.3960834474,126.950173828
431-771,37.3960834474,126.950173828
668-831,34.686818972,128.047626954
668-830,34.7121177726,128.046902354
668-833,34.750485996,128.042852075
668-832,34.686818972,128.047626954
668-834,34.750485996,128.042852075
450-803,37.013892732,127.097667874
450-802,37.013892732,127.097667874
450-807,36.9902610883,127.111822739
450-806,36.9902610883,127.111822739
450-805,37.0006091586,127.095251178
450-804,37.0006091586,127.095251178
403-865,37.5119684423,126.73604312
403-864,37.5184087743,126.737649322
403-866,37.5119684423,126.73604312
403-861,37.5184087743,126.737649322
403-860,37.5009111304,126.724895121
403-863,37.5184087743,126.737649322
403-862,37.5184087743,126.737649322
766-814,36.5328547344,129.413081121
766-815,36.5328547344,129.413081121
766-816,36.4300533093,129.362408134
766-817,36.4384191926,129.35357664
766-810,36.537540091,129.407171258
766-811,36.5491016693,129.408905583
536-853,34.6400761544,126.444211089
536-852,34.6253537046,126.480098439
718-811,36.021984915,128.370585499
635-700,35.5412966877,128.500773186
130-813,37.5749629617,127.025538571
130-812,37.5749629617,127.025538571
130-811,37.5749629617,127.025538571
130-810,37.5749629617,127.025538571
130-817,37.575418648,127.033598821
130-816,37.575418648,127.033598821
301-808,36.3343950464,127.412449123
301-809,36.3162665737,127.437893936
301-806,36.3202756375,127.425746889
301-807,36.3343950464,127.412449123
301-804,36.3202756375,127.425746889
301-805,36.3202756375,127.425746889
301-802,36.3202756375,127.425746889
301-803,36.3202756375,127.425746889
301-800,36.3176908158,127.424801889
301-801,36.3176908158,127.424801889
134-022,37.5434363243,127.125398567
702-240,35.9442472584,128.547329606
604-084,35.0991767832,128.983161381
604-082,35.103397255,129.004019836
604-083,35.1003377998,128.998067454
604-080,35.1037002077,128.995052763
604-081,35.0996733283,128.989375434
456-220,37.0022930678,127.268750081
446-911,37.2855994647,127.162137754
740-010,36.126555925,128.124668578
680-729,35.5450206382,129.316447042
680-728,35.5352778061,129.29385923
367-860,36.7885521164,127.862981066
367-861,36.7674529588,127.858900678
367-862,36.7648405027,127.91676503
367-863,36.770340466,127.841186764
680-727,35.5363651836,129.31653317
680-726,35.5450206382,129.316447042
680-725,35.5346535867,129.307867901
680-724,35.5363651836,129.31653317
314-160,36.4915284624,127.109722143
631-260,35.1788907164,128.581584178
435-857,37.3510324962,126.929531123
435-856,37.3510324962,126.929531123
435-855,37.3510324962,126.929531123
435-854,37.3560260251,126.921020328
435-853,37.3560260251,126.921020328
435-852,37.3435977434,126.900227469
435-851,37.3435977434,126.900227469
435-850,37.3700099818,126.93271054
579-931,35.6854005236,126.806373119
579-930,35.7041790306,126.7868624
579-933,35.6723453927,126.750925801
579-932,35.7141199317,126.783737187
770-811,36.088981039,128.738558688
770-810,36.0453498264,128.789752687
770-813,36.0406469736,128.71775935
770-812,36.0361197502,128.758532834
702-966,35.9215121572,128.548814225
445-871,37.2283327274,126.75761079
702-964,35.9072053384,128.539306199
702-965,35.9516875396,128.567565795
702-962,35.9516875396,128.567565795
702-963,35.9072053384,128.539306199
252-825,38.138330517,128.232027275
252-824,38.138330517,128.232027275
252-827,38.1287722459,128.325543985
252-826,38.1620719233,128.175947904
252-821,38.1896551487,128.362989085
252-820,38.1246260588,128.204285837
252-823,38.138330517,128.232027275
252-822,38.138330517,128.232027275
702-961,35.9371862421,128.55817088
252-829,38.0896339915,128.179304745
446-915,37.2994910829,127.150279649
660-120,35.1873237497,128.035751353
520-757,35.0481438363,126.714793033
520-756,35.0481438363,126.714793033
520-755,35.0350414311,126.719415021
520-754,34.9927310538,126.721106096
520-753,35.018414751,126.71558438
520-752,35.018414751,126.71558438
520-751,35.0054774475,126.701760128
471-749,37.6045457328,127.13486439
471-748,37.6045457328,127.13486439
730-032,36.1014108348,128.384462794
730-031,36.1193082428,128.372173098
730-030,36.1193082428,128.372173098
471-743,37.6045457328,127.13486439
471-742,37.6045457328,127.13486439
471-741,37.6045457328,127.13486439
471-740,37.6045457328,127.13486439
471-747,37.6045457328,127.13486439
471-746,37.6045457328,127.13486439
471-745,37.6045457328,127.13486439
471-744,37.6045457328,127.13486439
376-853,36.4157711382,127.856158196
376-852,36.4341324099,127.860218418
376-851,36.3989869183,127.789381764
376-850,36.4357316459,127.820444815
550-070,34.7428270778,127.741819419
701-410,35.9592182896,128.682986544
446-917,37.2705173868,127.138383779
617-829,35.1286860618,128.972060665
597-830,35.7029380998,127.5777034
597-831,35.7016575236,127.590493655
597-832,35.7116797252,127.564156462
300-132,36.3204434419,127.457409865
300-131,36.3173568237,127.457667994
300-130,36.3173568237,127.457667994
560-281,35.7963857729,127.13963174
560-283,35.7792268055,127.122038156
560-282,35.7859060441,127.136339321
560-285,35.7655475773,127.12705984
560-287,35.7584792975,127.111214526
561-227,35.8401097441,127.195117859
471-832,37.6045457328,127.13486439
561-225,35.8408826877,127.172973439
135-242,37.4897684949,127.069056668
561-222,35.8311321964,127.172199694
561-223,35.8492640151,127.160225834
561-221,35.8188625618,127.180724745
139-735,37.6321301486,127.068055292
601-738,35.1299465373,129.042619933
139-734,37.6321301486,127.068055292
139-739,37.6212724511,127.083359909
139-738,37.6212724511,127.083359909
670-890,35.6677335257,127.943662337
670-891,35.6619371827,127.95821131
670-892,35.6875970559,127.961412424
670-893,35.6691574621,127.993847548
130-857,37.5779617728,127.047778061
566-922,35.5854399808,127.363826092
566-920,35.5638964055,127.357498687
566-921,35.5634477172,127.341908532
413-732,37.8491741823,126.8823843
413-730,37.8573916762,126.789773736
413-731,37.8573916762,126.789773736
413-736,37.7318625356,126.76125157
413-737,37.7318625356,126.76125157
413-734,37.7318625356,126.76125157
413-735,37.7121045201,126.721144837
791-270,36.0834966631,129.401344794
706-200,35.8438616562,128.673559536
134-787,37.5463576156,127.151326045
134-786,37.5463576156,127.151326045
134-785,37.5398239517,127.129814406
742-953,36.3498379902,128.237704145
742-952,36.3887741101,128.227153695
742-951,36.3574768867,128.279014244
742-950,36.3750323091,128.248181103
742-954,36.3781422279,128.210427191
689-821,35.5952293923,129.06378664
689-820,35.5905663704,129.091312665
689-823,35.5488152213,129.014566039
689-822,35.6730530561,129.088586554
689-825,35.5814209813,129.106063045
689-824,35.5673982303,129.101615296
122-858,37.6103732386,126.93217746
122-859,37.6103732386,126.93217746
122-856,37.6103732386,126.93217746
122-857,37.6103732386,126.93217746
122-854,37.6103732386,126.93217746
122-855,37.6103732386,126.93217746
122-852,37.6265016518,126.927350632
122-853,37.6265016518,126.927350632
122-850,37.6265016518,126.927350632
122-851,37.6265016518,126.927350632
363-797,36.7250373502,127.529385349
546-821,34.7710607093,127.11180039
546-820,34.8010074863,127.087620149
135-528,37.5114001592,127.046260688
546-822,34.8144189675,127.119124986
355-944,36.3231814407,126.52553983
430-845,37.3841628267,126.931921037
355-762,36.3350828708,126.617704956
430-844,37.3914668603,126.908403167
760-390,36.5450764355,128.747683415
430-847,37.4016754513,126.901691044
430-846,37.4035771458,126.909124826
560-500,35.8293297954,127.060227386
626-280,35.407279234,129.157936889
120-132,37.5814158237,126.911128074
120-131,37.5794952191,126.906860087
120-130,37.5780815956,126.910398452
152-758,37.4887751195,126.83955442
152-759,37.485664312,126.893272861
152-750,37.500441697,126.862712949
487-060,37.8753336653,127.168459152
152-752,37.5000851874,126.851051796
152-753,37.4912405485,126.856582962
152-754,37.4912405485,126.856582962
152-755,37.4912405485,126.856582962
152-756,37.4860364994,126.853779767
690-200,33.4143780028,126.471449839
465-250,37.5125565846,127.232777258
631-701,35.1788907164,128.581584178
631-702,35.1984902037,128.568055268
631-705,35.1982209593,128.565182253
631-704,35.1982209593,128.565182253
631-707,35.1984902037,128.568055268
631-706,35.194963666,128.566731481
631-709,35.1908744442,128.566266515
631-708,35.1847838049,128.560546613
425-430,37.3546217333,126.82736589
467-811,37.2607266715,127.367141302
467-814,37.2315304817,127.337701112
463-003,37.3494040944,127.111734695
770-110,35.985173959,128.955327273
700-210,35.8700229068,128.588116006
664-020,34.9408763239,128.067034564
361-140,36.6277944945,127.476727582
110-543,37.5778875927,127.015033931
110-542,37.5745687974,127.010745161
110-541,37.5707695593,127.016350108
110-540,37.5752245136,127.012828196
626-130,35.3510226785,129.061644803
405-280,37.4177046735,126.72800131
406-051,37.4274077932,126.655166479
406-050,37.4274077932,126.655166479
220-010,37.349771687,127.950541666
767-833,36.6918636021,129.446685562
767-832,36.6878367225,129.427765454
767-831,36.667722784,129.416544975
767-830,36.6785917601,129.439482591
767-834,36.6918636021,129.446685562
305-764,36.367437756,127.343422295
305-763,36.4475527877,127.384398806
305-762,36.3999441069,127.400368095
305-761,36.3999441069,127.400368095
305-760,36.3911391223,127.397844034
305-769,36.3802222171,127.311025339
305-768,36.368274721,127.318452455
614-060,35.1657350621,129.061257718
140-808,37.5467756584,126.972162579
355-884,36.2864988988,126.551439512
355-881,36.2980208186,126.612626703
355-880,36.3045926526,126.605041011
355-883,36.3145505882,126.573028189
355-882,36.3164616826,126.619074261
442-010,37.2763274362,127.018518742
140-800,37.5467756584,126.972162579
140-806,37.5467756584,126.972162579
121-918,37.5502103904,126.960043547
121-914,37.5783677567,126.894689367
467-776,37.2298926782,127.492395647
467-775,37.3390539397,127.490742134
121-917,37.5686200174,126.908915636
467-773,37.2580628944,127.49837306
467-772,37.2876085422,127.489104211
121-912,37.5783677567,126.894689367
121-913,37.5783677567,126.894689367
463-788,37.412085688,127.130167471
463-789,37.3615069464,127.11147269
463-786,37.3615069464,127.11147269
463-787,37.3615069464,127.11147269
463-784,37.3754592998,127.11800554
463-785,37.3615069464,127.11147269
463-782,37.3615069464,127.11147269
463-783,37.3754592998,127.11800554
463-780,37.3828105282,127.126083587
463-781,37.3668407568,127.126092984
520-250,34.9927310538,126.721106096
446-559,37.3043264098,127.123470927
695-791,33.4552544886,126.434223093
695-792,33.4552544886,126.434223093
695-793,33.43090066,126.380642534
697-330,33.2619201584,126.443629161
695-795,33.4794766975,126.398617287
695-796,33.4655044188,126.406588035
683-748,35.6367970639,129.347968076
683-749,35.6367970639,129.347968076
683-742,35.6637974175,129.350843352
683-743,35.6637974175,129.350843352
683-740,35.6469004914,129.326945393
683-741,35.644006148,129.367253623
683-746,35.6367970639,129.347968076
683-747,35.6469004914,129.326945393
683-744,35.644006148,129.367253623
683-745,35.6367970639,129.347968076
463-870,37.3494040944,127.111734695
463-871,37.3494040944,127.111734695
463-872,37.3615069464,127.11147269
463-873,37.3754592998,127.11800554
463-874,37.3615069464,127.11147269
463-875,37.3754592998,127.11800554
463-876,37.3701330996,127.13107036
463-877,37.3615069464,127.11147269
250-874,37.5956582681,127.778492737
250-875,37.6110206489,127.728988272
250-870,37.6182492261,127.76775504
250-871,37.6523787461,127.77914797
250-872,37.5911070984,127.834835623
250-873,37.5764129102,127.873839367
446-556,37.3043264098,127.123470927
576-350,35.7847551027,126.856663276
339-861,36.5771411383,127.314548405
339-860,36.5589592885,127.326748556
339-863,36.5239000718,127.33360834
339-862,36.5653011297,127.332763004
131-770,37.605874781,127.099365288
131-779,37.599887373,127.08724511
131-778,37.5924515951,127.083363985
331-780,36.8347166129,127.143042925
331-781,36.7962794734,127.12318849
331-782,36.7962794734,127.12318849
331-783,36.8029626302,127.119151721
331-784,36.7962794734,127.12318849
331-785,36.7962794734,127.12318849
331-786,36.8191603848,127.116123769
331-787,36.8191603848,127.116123769
331-788,36.8191603848,127.116123769
331-789,36.8029626302,127.119151721
139-892,37.679860169,127.055021422
139-893,37.679860169,127.055021422
139-890,37.6212724511,127.083359909
139-891,37.679860169,127.055021422
139-896,37.6588638867,127.068487676
139-897,37.6726287392,127.083027397
139-894,37.6588638867,127.068487676
139-895,37.6588638867,127.068487676
139-898,37.6726287392,127.083027397
139-899,37.6726287392,127.083027397
138-112,37.4935392477,127.146895244
138-110,37.4969242257,127.143310298
138-111,37.4969242257,127.143310298
580-180,35.5096667589,126.868009349
412-779,37.7759706377,126.79602046
412-778,37.6264136406,126.838606534
380-829,37.0411289757,127.885389507
580-185,35.4925913998,126.848742127
412-773,37.6264136406,126.838606534
412-772,37.6264136406,126.838606534
412-771,37.6264136406,126.838606534
412-777,37.6264136406,126.838606534
412-776,37.6264136406,126.838606534
380-823,37.0557679609,127.888442106
412-774,37.6264136406,126.838606534
331-120,36.8071204376,127.14355637
614-852,35.1728773081,129.075731927
614-853,35.1744991053,129.064363298
614-850,35.1526107638,129.056792152
614-851,35.1728773081,129.075731927
614-856,35.1744991053,129.064363298
614-857,35.1744991053,129.064363298
614-854,35.1728773081,129.075731927
614-855,35.1728773081,129.075731927
614-858,35.1744991053,129.064363298
614-859,35.172794701,129.052879809
345-851,36.388933837,126.74998375
345-850,36.400996722,126.776235661
345-853,36.3707116782,126.77708908
345-852,36.3934036536,126.797565153
368-900,36.7850232706,127.58093207
368-901,36.7881913266,127.588309842
368-902,36.7812084383,127.585621685
368-903,36.7726749403,127.614571968
368-904,36.7827605701,127.592449109
368-905,36.7838919669,127.582308183
368-906,36.803700817,127.580288733
368-907,36.7795660159,127.581706391
368-908,36.78479325,127.57857774
368-909,36.8004750067,127.555348702
425-775,37.3315983121,126.801854338
425-774,37.3324118767,126.775105149
425-777,37.3315983121,126.801854338
425-776,37.3315983121,126.801854338
425-779,37.3315983121,126.801854338
425-778,37.3315983121,126.801854338
704-180,35.8434191506,128.529930979
417-840,37.640617758,126.491260191
417-841,37.6413456365,126.483768206
417-842,37.5891518538,126.511266263
417-843,37.6293965523,126.5217422
134-779,37.5434363243,127.125398567
612-784,35.1691660324,129.182651037
612-785,35.1722729708,129.166605691
612-786,35.1709351088,129.174278692
612-787,35.162836508,129.157910122
612-780,35.1896400466,129.125309916
612-781,35.1779033892,129.176246729
612-782,35.1896400466,129.125309916
612-783,35.1896400466,129.125309916
612-788,35.162836508,129.157910122
612-789,35.162836508,129.157910122
482-750,37.8252044218,127.035815323
482-751,37.8252044218,127.035815323
530-050,34.7863893254,126.379249917
769-880,36.3767718999,128.584202126
769-881,36.3587277162,128.638258853
769-882,36.3624159231,128.565341406
502-866,35.1563905876,126.877845557
502-861,35.1653199662,126.850931163
502-860,35.1494820867,126.863865835
502-863,35.1653199662,126.850931163
502-862,35.1653199662,126.850931163
411-730,37.6769465145,126.770364751
411-731,37.6769465145,126.770364751
411-732,37.6740183808,126.760421386
411-733,37.6943426065,126.768546859
411-734,37.6769465145,126.770364751
411-735,37.6769465145,126.770364751
411-736,37.6769465145,126.770364751
411-737,37.6769465145,126.770364751
411-738,37.6769465145,126.770364751
121-785,37.5783677567,126.894689367
121-784,37.5375530154,126.950202048
240-350,37.4592106489,129.008981082
142-100,37.6269534102,127.026961042
142-109,37.6160677144,127.03382098
480-868,37.7265536189,127.043186296
480-869,37.7265536189,127.043186296
480-862,37.7403538413,127.096358976
480-863,37.7403538413,127.096358976
480-860,37.7403538413,127.096358976
480-861,37.7403538413,127.096358976
480-866,37.7119593353,127.048662379
480-867,37.7265536189,127.043186296
480-864,37.7436476991,127.057945934
480-865,37.7553882119,127.05974803
502-241,35.1563905876,126.877845557
502-240,35.1423830363,126.877440722
502-243,35.1434497306,126.876929953
502-242,35.1455931664,126.882374114
502-244,35.141849192,126.873697438
476-850,37.5385579566,127.672967573
476-851,37.5694132068,127.642194117
476-852,37.613047539,127.662085911
476-853,37.5088917173,127.676501336
140-080,37.5376395158,126.959656506
361-350,36.5938231651,127.393406137
440-303,37.2959208407,126.992596898
440-302,37.2951209501,127.000473685
440-301,37.3022171982,126.991305931
440-300,37.3017558325,126.990841281
426-767,37.3206614217,126.849434517
426-769,37.3206614217,126.849434517
426-768,37.3206614217,126.849434517
704-964,35.8565964722,128.531153884
704-965,35.8565964722,128.531153884
704-966,35.8565964722,128.531153884
704-967,35.8420636426,128.537568186
704-961,35.8511039539,128.54207289
704-962,35.8420636426,128.537568186
704-963,35.8429658316,128.549552067
704-968,35.8420636426,128.537568186
704-969,35.8429658316,128.549552067
429-280,37.3860209867,126.840437591
683-260,35.631710926,129.429027518
415-819,37.6012926181,126.77401741
131-867,37.605874781,127.099365288
631-090,35.2064393948,128.574423114
642-130,35.190546177,128.734733082
131-866,37.605874781,127.099365288
429-759,37.3510635936,126.728892028
429-758,37.3656566146,126.732063595
429-753,37.3401622167,126.743922106
429-752,37.3510635936,126.728892028
429-751,37.3401622167,126.743922106
429-750,37.3401622167,126.743922106
462-170,37.4440168969,127.157493185
429-756,37.3510635936,126.728892028
429-755,37.3656566146,126.732063595
429-754,37.3510635936,126.728892028
626-730,35.4140677066,129.178534585
626-731,35.407279234,129.157936889
626-732,35.3831983762,129.148813781
626-736,35.3831983762,129.148813781
626-737,35.30215401,129.038146259
131-865,37.605874781,127.099365288
717-832,35.751287861,128.294461688
717-830,35.7690565571,128.290370674
717-831,35.764621372,128.272903704
110-280,37.5839318329,126.988266245
306-704,36.3707593835,127.426766168
306-702,36.3672157998,127.43083397
306-703,36.3538082361,127.40980641
131-864,37.599887373,127.08724511
306-701,36.4456020279,127.396716526
780-140,35.8643035204,129.223174676
585-934,35.440153732,126.637326582
407-310,37.5406759354,126.74167643
585-930,35.439429355,126.635025816
701-906,35.8643519308,128.692190222
701-905,35.8643519308,128.692190222
370-872,36.1852146512,127.958933649
370-871,36.1784109003,127.944187074
370-870,36.1908798344,127.932183271
740-821,36.1701927802,128.006506822
740-820,36.1414725363,128.0597846
740-823,36.1511344067,128.021041706
740-822,36.1376068201,128.036064498
405-839,37.4497034417,126.724187691
405-830,37.4497034417,126.724187691
405-831,37.4524053398,126.71163282
405-832,37.4497034417,126.724187691
405-833,37.4524053398,126.71163282
405-835,37.4524053398,126.71163282
405-837,37.4524053398,126.71163282
745-820,36.6117003101,128.25875398
745-821,36.6473004998,128.291032577
745-822,36.6391898744,128.260842508
745-823,36.5943409765,128.236118212
480-080,37.758836046,127.110976788
712-280,35.8329431064,128.721047201
638-810,35.0601847,128.3733143
638-811,35.0871681804,128.372762147
638-812,35.0734262805,128.413480987
638-813,35.0564783208,128.371428356
638-814,34.989540194,128.29233322
638-815,34.9765963634,128.272638364
638-816,34.9848251762,128.31343897
133-883,37.5637958264,127.033530216
133-882,37.5637958264,127.033530216
133-881,37.5663550219,127.032213833
133-880,37.5663550219,127.032213833
500-400,35.1505030922,126.995228307
140-708,37.5428475777,126.973358949
140-709,37.5520519607,126.972396007
140-706,37.5315623013,126.968683607
140-707,37.534305106,126.957635334
140-704,37.5324601438,126.995071682
140-705,37.5276608638,126.962182448
140-702,37.5315623013,126.968683607
140-703,37.5396132027,126.967064467
140-700,37.5467756584,126.972162579
140-701,37.5318669434,126.976965161
656-775,34.8826521866,128.623249035
656-774,34.8894727168,128.609448042
656-777,34.8637016588,128.630679489
656-776,34.9193913938,128.6240773
656-771,34.8894727168,128.609448042
656-770,34.8792358369,128.734599932
656-773,34.8894727168,128.609448042
656-772,34.8894727168,128.609448042
780-850,35.7522795826,129.199975032
780-851,35.7541605665,129.199801325
780-852,35.7271332865,129.150524107
780-853,35.7734094174,129.211463559
656-779,34.8637016588,128.630679489
706-210,35.8391415685,128.656518964
461-713,37.454853176,127.160987925
461-711,37.4523229881,127.150146366
110-130,37.5714393638,126.980154205
461-714,37.4658723173,127.127181507
350-862,36.5772959812,126.506689745
100-070,37.5640619934,126.980052031
350-863,36.5438311518,126.520804384
314-860,36.470967993,127.049763157
350-860,36.580348936,126.517231287
350-861,36.5613862939,126.486393544
714-840,35.6872792826,128.589199514
714-841,35.7107724965,128.552632706
714-842,35.6933222363,128.562656434
714-843,35.6550871276,128.621545003
158-758,37.5448666654,126.864414882
158-759,37.5351440452,126.878548156
350-864,36.5203559728,126.442345858
158-752,37.5351440452,126.878548156
158-753,37.5351440452,126.878548156
158-750,37.5150934538,126.854863267
158-751,37.5351440452,126.878548156
158-756,37.5351440452,126.878548156
158-757,37.5304364108,126.870989288
158-754,37.5351440452,126.878548156
158-755,37.5351440452,126.878548156
706-939,35.8294332934,128.620658946
576-110,35.827088618,126.928707479
200-854,37.9123774651,127.867559684
200-851,37.8829124557,127.838400943
200-850,37.9100279288,127.781115963
200-853,37.9075977234,127.759290162
200-852,37.8815756415,127.778014566
506-060,35.123156429,126.806510585
681-809,35.5657300166,129.33422016
681-808,35.5564059903,129.34164617
681-807,35.5564059903,129.34164617
681-806,35.5564059903,129.34164617
681-805,35.5633528553,129.340825006
681-804,35.5633528553,129.340825006
681-803,35.5563431517,129.275692209
400-420,37.4479934957,126.384466788
681-801,35.5647382469,129.347054026
681-800,35.5647382469,129.347054026
400-728,37.4933844297,126.4884566
400-725,37.4933844297,126.4884566
400-724,37.4933844297,126.4884566
400-727,37.4933844297,126.4884566
400-726,37.4933844297,126.4884566
400-721,37.4368100767,126.624203698
400-720,37.4933844297,126.4884566
400-723,37.4933844297,126.4884566
400-722,37.4933844297,126.4884566
230-887,37.1897355072,128.443093781
230-886,37.1542511291,128.509641269
230-885,37.1308298095,128.467716147
230-884,37.1478072405,128.476760333
230-883,37.1779946527,128.460097874
230-882,37.1779946527,128.460097874
230-881,37.1779946527,128.460097874
230-880,37.1779946527,128.460097874
230-889,37.2692091782,128.537199496
230-888,37.2150515099,128.510820612
415-752,37.6025077304,126.721966642
415-753,37.6025077304,126.721966642
415-750,37.6025077304,126.721966642
415-751,37.6025077304,126.721966642
415-756,37.6025077304,126.721966642
415-757,37.6025077304,126.721966642
415-754,37.6025077304,126.721966642
415-755,37.6025077304,126.721966642
415-758,37.6012926181,126.77401741
415-759,37.6012926181,126.77401741
449-821,37.226227466,127.32658985
480-939,37.733868301,127.079978282
760-050,36.5655634034,128.733780675
131-841,37.5789774884,127.086781455
131-840,37.582926454,127.088117446
139-708,37.6588638867,127.068487676
139-709,37.6420478105,127.068712441
131-845,37.5789774884,127.086781455
131-844,37.5746825166,127.085454266
131-847,37.612363227,127.078475274
131-846,37.612363227,127.078475274
139-702,37.6404885286,127.072685647
139-703,37.6549220842,127.066929248
139-701,37.619919187,127.062987743
139-706,37.6212724511,127.083359909
139-707,37.6549220842,127.066929248
139-704,37.6588638867,127.068487676
139-705,37.6588638867,127.068487676
606-800,35.0904163793,129.038835356
606-801,35.0904163793,129.038835356
606-802,35.0885620328,129.037640184
606-803,35.0885620328,129.037640184
606-804,35.0678156299,129.080590975
