postal code,latitude,longitude
245-080,37.4479212999,129.16461177
506-810,35.1408397034,126.81246886
506-811,35.1408397034,126.81246886
506-812,35.1602608708,126.807033011
506-813,35.1602608708,126.807033011
506-814,35.1602608708,126.807033011
506-815,35.1602608708,126.807033011
506-816,35.1729026797,126.821928079
506-817,35.1729026797,126.821928079
132-824,37.6786324697,127.043426033
780-470,35.7588457157,129.268862943
420-711,37.5163151064,126.786037764
703-031,35.880584764,128.578786428
537-802,,
703-033,35.8846473672,128.576298023
537-800,34.3167362896,126.745520982
537-807,34.3587200143,126.720744985
537-806,34.3304736725,126.707833575
537-805,34.3124421468,126.714662266
537-804,,
537-809,34.322416436,127.042975289
537-808,,
420-718,37.4908716134,126.780610361
420-719,37.4978927554,126.771375558
702-040,35.882167421,128.605951461
355-912,36.3476290385,126.667737852
355-911,36.3476290385,126.667737852
355-910,36.3360942758,126.651395674
465-200,37.4938628801,127.166467809
210-003,37.7655714455,128.874476031
373-841,36.2918388208,127.509420654
373-840,36.279486818,127.527398028
373-843,36.2930589771,127.527306795
373-842,36.2691426997,127.516328814
135-210,37.4709765124,127.115817746
585-933,35.4294588576,126.623807639
143-210,37.5470545883,127.103211569
121-888,37.5495379109,126.905607302
121-889,37.5556505482,126.90594364
121-886,37.5495379109,126.905607302
121-887,37.5495379109,126.905607302
121-884,37.5495379109,126.905607302
121-885,37.5495379109,126.905607302
426-170,37.2971068276,126.851055958
426-171,37.2971068276,126.851055958
426-172,37.2896256322,126.851864634
426-173,37.294753457,126.820027634
302-759,36.3635937941,127.373895044
530-816,34.7908922892,126.392026259
320-881,36.1391070327,127.306768917
320-880,36.2060912919,127.264663281
320-883,36.208496396,127.25094899
320-882,36.1883499238,127.316068206
699-901,33.4493165911,126.908269467
699-900,33.4422825529,126.911210702
699-903,33.470982613,126.888852022
699-902,33.4430411744,126.86471132
699-905,33.4094385918,126.897272829
699-904,33.3665143071,126.836720507
699-907,33.3845207308,126.87309901
699-906,33.4613428933,126.9066863
699-908,33.4049027555,126.861330495
121-778,37.5492736432,126.929770411
121-779,37.5375530154,126.950202048
429-929,37.3493289523,126.746283669
121-770,37.5644667244,126.921905502
121-771,37.5375530154,126.950202048
121-772,37.5375530154,126.950202048
121-773,37.5375530154,126.950202048
683-470,35.6304973705,129.310687135
121-775,37.5502103904,126.960043547
121-776,37.5473141958,126.945555952
121-777,37.5716627633,126.905583914
443-390,37.2502818882,127.049815667
138-817,37.4968853192,127.148548313
156-729,37.4989449193,126.925936393
302-757,36.3603208838,127.366868983
156-725,37.5031997565,126.950632013
156-724,37.5123104175,126.94203884
156-727,37.4890409595,126.910210924
302-756,36.3467820737,127.374857341
156-720,37.4989449193,126.925936393
156-723,37.5054881104,126.942243167
642-340,35.1901742528,128.662576762
132-918,37.6412876145,127.035559155
132-919,37.6412876145,127.035559155
697-110,33.2431480689,126.514144784
132-915,37.6374542904,127.042613504
132-916,37.6374542904,127.042613504
132-917,37.6374542904,127.042613504
132-910,37.6483809911,127.043802746
132-911,37.6483809911,127.043802746
132-912,37.6412876145,127.035559155
132-913,37.6374542904,127.042613504
540-030,34.9537796971,127.469827909
456-782,37.020318157,127.254056547
456-783,37.020318157,127.254056547
456-780,37.0146576785,127.2463204
456-781,37.0146576785,127.2463204
110-440,37.5696210092,126.998302078
343-040,36.8471704854,126.619758734
215-859,38.1321667802,128.570729415
456-870,37.0231387229,127.290863164
456-871,37.0528049215,127.29408819
456-872,37.0150298912,127.327868249
456-873,37.0643843548,127.290152534
456-874,37.045197903,127.313168704
706-733,35.8250101236,128.637171108
706-732,35.8250101236,128.637171108
706-731,35.8250101236,128.637171108
706-730,35.8526174944,128.61506936
706-737,35.8555358517,128.622124415
706-736,35.8662024247,128.617798329
706-735,35.87295779,128.646939337
706-739,35.8581487881,128.641257439
706-738,35.8555358517,128.622124415
314-853,36.310912411,127.064341383
314-852,36.3606909887,127.02223477
314-851,36.2832257306,127.054149484
314-850,36.3300057878,127.030280706
314-854,36.3296658379,127.01786897
140-829,37.5529659899,126.966999743
143-201,37.5425346817,127.085820388
131-781,37.605874781,127.099365288
301-738,36.3255100897,127.403813594
301-739,36.3255100897,127.403813594
301-734,36.3305087346,127.418794839
301-735,36.3305087346,127.418794839
301-736,36.3255100897,127.403813594
301-737,36.3255100897,127.403813594
301-730,36.3152626097,127.406789549
706-080,35.8294332934,128.620658946
301-732,36.3305087346,127.418794839
301-733,36.3305087346,127.418794839
150-042,37.522465382,126.893736305
150-043,37.5258485828,126.896713576
429-889,37.4353751821,126.781789382
429-888,37.4353751821,126.781789382
150-046,37.5337949488,126.9047356
150-044,37.5290653987,126.899075892
150-045,37.5320981652,126.901203326
429-883,37.4353751821,126.781789382
429-882,37.4353751821,126.781789382
429-881,37.3567018199,126.774174855
429-880,37.3576390279,126.726434787
429-887,37.3401622167,126.743922106
429-886,37.3510635936,126.728892028
429-885,37.3510635936,126.728892028
429-884,37.3401622167,126.743922106
555-070,34.7466177089,127.685634755
530-500,34.7988729147,126.418897267
356-851,36.8383547405,126.464552229
356-850,36.8390734142,126.460874574
356-853,36.8675209705,126.486522905
356-852,36.8109660983,126.432916135
645-758,35.1585325228,128.660312771
441-715,37.2576747663,127.024596889
441-714,37.2576747663,127.024596889
441-717,37.2576747663,127.024596889
441-716,37.2576747663,127.024596889
415-839,37.6134070795,126.568793247
441-711,37.2380090693,127.030211827
415-838,37.6411791367,126.574819088
441-710,37.2648972569,126.974151635
441-713,37.2576747663,127.024596889
404-844,37.5642859121,126.673411472
404-845,37.5642859121,126.673411472
441-712,37.2576747663,127.024596889
404-841,37.5642859121,126.673411472
404-842,37.5642859121,126.673411472
404-843,37.5642859121,126.673411472
306-110,36.4056790791,127.44324684
343-862,36.8846534688,126.574330602
343-863,36.852152152,126.531978816
343-860,36.8825265113,126.5682313
343-861,36.8647368632,126.583825454
415-831,37.6260658189,126.711094662
415-830,37.6322874767,126.557930789
240-240,37.4685198128,129.137814013
604-819,35.06345843,128.982213533
604-818,35.0819419478,128.987817711
445-725,37.1934918317,127.074876988
604-811,35.1003377998,128.998067454
604-810,35.1003377998,128.998067454
604-813,35.0991767832,128.983161381
604-812,35.0996733283,128.989375434
604-815,35.0996733283,128.989375434
604-814,35.0996733283,128.989375434
604-817,35.0819419478,128.987817711
604-816,35.0991767832,128.983161381
445-727,37.2244311944,127.044484819
445-720,37.1269225817,126.897429222
445-721,37.2031025475,126.994223557
314-070,36.4472559036,127.124664471
445-723,37.1934918317,127.074876988
545-050,34.9564433392,127.678912433
356-140,36.7330833013,126.496554994
301-091,36.3097146188,127.442404642
301-090,36.2970906576,127.452103443
301-092,36.2965798755,127.431318021
515-864,35.2883386819,126.737931018
136-044,37.5903502911,127.013723014
136-045,37.5885336237,127.015851281
515-861,35.2181217776,126.705549086
515-860,35.2842953612,126.738801457
515-863,35.2726421685,126.72073912
515-862,35.2811511681,126.716247155
402-730,37.4398851297,126.66396832
402-731,37.4649375119,126.659185569
235-260,37.3272087342,128.973136983
402-733,37.4496216892,126.641362818
402-734,37.4496216892,126.641362818
402-735,37.4524329378,126.640210181
402-736,37.4524329378,126.640210181
402-737,37.4524329378,126.640210181
680-200,,
402-739,37.4524329378,126.640210181
140-113,37.534305106,126.957635334
140-112,37.5362892109,126.963323112
140-111,37.5396132027,126.967064467
140-114,37.5322516904,126.950590243
540-777,34.9600665564,127.530520477
540-776,34.9600665564,127.530520477
540-775,34.9600665564,127.530520477
540-774,34.9600665564,127.530520477
540-773,34.9600665564,127.530520477
540-772,34.9600665564,127.530520477
540-771,34.9726278651,127.497355667
540-770,34.9726278651,127.497355667
540-779,34.9600665564,127.530520477
540-778,34.9600665564,127.530520477
340-755,36.6762304609,126.833972663
340-754,36.7181772126,126.860052362
340-753,36.6787013771,126.846058882
340-752,36.6787013771,126.846058882
340-751,36.6787013771,126.846058882
336-729,36.7595903238,127.085414976
336-728,36.7943296225,126.952291767
336-721,36.7657537133,127.055396274
137-851,37.4802632122,126.99903673
336-723,36.7657537133,127.055396274
336-722,36.7657537133,127.055396274
336-725,36.8146087618,127.062196201
336-724,36.7667000738,127.071892835
336-727,36.8146087618,127.062196201
336-726,36.7667000738,127.071892835
520-872,34.9493180065,126.73452161
520-873,34.9133769109,126.758300007
520-870,34.9197085389,126.749517804
520-871,34.9499823549,126.717353599
330-072,36.8014069039,127.160837873
330-071,36.8121257624,127.16402962
330-070,36.8121257624,127.16402962
158-843,37.5249697603,126.844572186
730-734,36.1106984771,128.405926093
730-735,36.0935204221,128.423531404
730-736,36.1014108348,128.384462794
730-737,36.1014108348,128.384462794
730-730,36.1171191361,128.348149573
730-731,36.0916434634,128.411870749
730-732,36.1171191361,128.348149573
730-733,36.1270484462,128.339908515
300-280,36.2540795749,127.441320809
631-320,35.1695262779,128.572073526
730-738,36.1139778857,128.334457695
730-739,36.1689641788,128.467602162
448-538,37.3311110878,127.113932722
448-539,37.3259206635,127.106717422
445-895,37.2055088635,126.920519581
405-300,37.4059832797,126.729150577
464-879,37.4961457391,127.299192263
464-878,37.4901139797,127.308471957
464-873,37.351131313,127.319089611
464-872,37.3408327392,127.351465583
464-871,37.3758282167,127.433044859
464-870,37.3509252408,127.352334285
464-877,37.5007827107,127.334639709
464-876,37.523144065,127.341450078
464-875,37.366572745,127.389574826
464-874,37.3282970716,127.397216619
602-804,35.0843075286,129.023062875
602-805,35.0843075286,129.023062875
602-806,35.0843075286,129.023062875
602-807,35.1103497012,129.022741462
602-800,35.0927599669,129.023315552
602-801,35.0927599669,129.023315552
602-802,35.0843075286,129.023062875
602-803,35.0843075286,129.023062875
602-808,35.1103497012,129.022741462
602-809,35.1147172791,129.024547182
325-894,36.1670410261,126.531777519
325-893,36.1670410261,126.531777519
220-715,37.3535494935,127.944137914
325-891,36.1585757425,126.578000682
220-717,37.371497001,127.940104511
780-270,35.8240758766,129.284349235
110-920,37.5824324366,126.986903382
302-150,36.3675806634,127.375019485
757-872,36.7450670505,128.443657356
757-870,36.7450891225,128.443026304
757-871,36.7411778616,128.466960933
740-979,36.1363795543,128.112988311
740-978,36.1363795543,128.112988311
740-977,36.1195963657,128.097747898
740-976,36.1195963657,128.097747898
740-975,36.1195963657,128.097747898
740-974,36.1156454818,128.11455263
740-973,36.1156454818,128.11455263
740-972,36.133757059,128.094421301
740-971,36.133757059,128.094421301
158-845,37.5217633469,126.834800542
380-784,36.9815462472,127.928995131
380-780,36.9862786664,127.934035216
380-781,36.9862786664,127.934035216
380-782,37.0093598647,127.926228065
380-783,36.9476412617,127.933603669
545-875,34.9372916028,127.723176573
545-874,34.9372916028,127.723176573
545-877,34.9372916028,127.723176573
545-876,34.9372916028,127.723176573
545-871,34.9629081353,127.722013235
545-870,34.9629081353,127.722013235
545-873,34.9629081353,127.722013235
545-872,34.9629081353,127.722013235
480-776,37.7265536189,127.043186296
480-777,37.7265536189,127.043186296
480-774,37.7265536189,127.043186296
480-775,37.7119593353,127.048662379
545-879,34.9413564619,127.692602226
545-878,34.9372916028,127.723176573
480-770,37.7263109879,127.054688245
480-771,37.7265536189,127.043186296
442-083,37.2710844479,127.009484222
635-952,35.6235327103,128.471253498
790-828,36.0081922862,129.350997453
336-843,36.813305455,127.083309396
742-250,36.3933244576,128.179057456
656-040,34.8601678964,128.723256657
447-280,37.1728363975,127.045940877
431-840,37.3709227727,126.958228638
431-841,37.3709227727,126.958228638
431-842,37.3676648517,126.958767804
431-843,37.4044064832,126.944769509
431-844,37.4047456705,126.964638772
431-845,37.398826239,126.959862042
431-846,37.4022173344,126.970996364
431-847,37.4044064832,126.944769509
431-848,37.3709227727,126.958228638
431-849,37.3676648517,126.958767804
210-320,37.7748174644,128.8699565
330-851,36.8458537971,127.260214248
330-850,36.8274817339,127.273221917
330-853,36.7822803672,127.269239055
330-852,36.7918100917,127.262989209
330-854,36.787207621,127.139033402
573-360,35.9481918293,126.687608774
157-708,37.5425311356,126.838515959
157-706,37.5517513359,126.850360565
157-707,37.5517513359,126.850360565
157-704,37.5517513359,126.850360565
157-705,37.5517513359,126.850360565
157-702,37.5517513359,126.850360565
157-703,37.5543737622,126.833266407
157-700,37.5543737622,126.833266407
157-701,37.5517513359,126.850360565
641-771,35.233608763,128.661327438
742-871,36.5743980438,127.924769074
641-773,35.2429625252,128.685114703
742-873,36.5755008707,127.890706804
570-710,35.932204937,126.94538169
570-711,35.9781516197,126.948658674
576-080,35.8075199613,126.91169509
131-838,37.5746825166,127.085454266
134-761,37.5392210758,127.146102254
151-922,37.4897125056,126.948329656
151-923,37.461562781,126.918807071
151-924,37.4897125056,126.948329656
151-925,37.4853849755,126.942502873
151-926,37.4746532584,126.97786001
151-927,37.4750446982,126.93497701
151-928,37.4874524044,126.927110107
151-929,37.4701384999,126.933009763
134-763,37.53029911,127.122570815
134-762,37.5398239517,127.129814406
506-600,35.1395652812,126.793672901
627-150,35.4831477091,128.753088122
740-150,36.1363795543,128.112988311
402-070,37.4377231133,126.685058402
137-889,37.471707801,127.026760481
560-051,35.8148228634,127.141965558
406-752,37.4096123479,126.670826554
406-753,37.4028182106,126.66936543
406-750,37.4096123479,126.670826554
406-751,37.4096123479,126.670826554
406-756,37.4028182106,126.66936543
406-757,37.4225167697,126.701399188
406-754,37.4028182106,126.66936543
406-755,37.4028182106,126.66936543
406-758,37.4096123479,126.670826554
406-759,37.4004502625,126.638552437
465-010,37.5335585195,127.200579498
153-805,37.4766342594,126.908109392
153-804,37.4768833934,126.891634751
153-807,37.4766342594,126.908109392
153-806,37.4702423817,126.897043355
153-801,37.4768833934,126.891634751
153-800,37.4768833934,126.891634751
153-803,37.4768833934,126.891634751
153-802,37.4768833934,126.891634751
245-120,37.4508579375,129.154960822
153-809,37.4676878524,126.902151784
153-808,37.4676878524,126.902151784
431-783,37.398826239,126.959862042
431-782,37.398826239,126.959862042
431-781,37.398826239,126.959862042
431-780,37.3897592237,126.952490693
431-787,37.398826239,126.959862042
431-786,37.398826239,126.959862042
431-785,37.398826239,126.959862042
431-784,37.398826239,126.959862042
431-789,37.3936637807,126.947126329
431-788,37.3936637807,126.947126329
576-864,35.8911849993,126.823173622
576-860,35.8542939103,126.820031818
576-861,35.8520230085,126.840640954
576-862,35.851463084,126.819440424
576-863,35.8811347082,126.816263435
411-785,37.6871456349,126.768555621
609-735,35.227749841,129.081008073
609-737,35.2377059934,129.084970567
609-736,35.2405375016,129.093834746
609-731,35.2449343728,129.086992307
609-730,35.266243805,129.10968537
609-732,35.2449343728,129.086992307
412-809,37.6594276878,126.829785947
412-808,37.6528368439,126.832819861
420-772,37.4917221378,126.753198035
420-773,37.5026811253,126.786035963
420-774,37.5005803718,126.754715956
420-776,37.4939798453,126.770062184
420-777,37.4939798453,126.770062184
420-778,37.4978927554,126.771375558
412-800,37.7033167224,126.903679918
412-803,37.6884059487,126.862290107
412-802,37.6884059487,126.862290107
412-805,37.6546360152,126.841233505
412-804,37.6884059487,126.862290107
412-807,37.6546360152,126.841233505
412-806,37.6546360152,126.841233505
411-787,37.6957282377,126.738350133
420-780,37.4978927554,126.771375558
590-842,35.4680695593,127.635467752
590-843,35.4669315276,127.591245114
590-840,35.4644352577,127.600309042
590-841,35.5002314361,127.631321148
682-050,35.4980424107,129.426250716
441-809,37.2461969589,126.984144063
441-808,37.2461969589,126.984144063
441-805,37.2461969589,126.984144063
441-804,37.2461969589,126.984144063
441-807,37.2461969589,126.984144063
441-806,37.2461969589,126.984144063
445-030,37.25555839,126.802049161
121-737,37.5371140702,126.943825452
235-060,37.2232172556,128.99737113
542-872,35.1584682102,127.559897953
542-873,35.1893239206,127.605415265
542-870,35.1782197745,127.543781521
542-871,35.169095002,127.569577658
742-110,36.436948713,128.128006951
590-150,35.4263712782,127.366117741
143-003,37.5288513001,127.084415434
680-040,35.5254718803,129.33453455
120-829,37.5738126707,126.935171972
120-828,37.5738126707,126.935171972
120-825,37.5738126707,126.935171972
120-824,37.5738126707,126.935171972
120-827,37.5738126707,126.935171972
120-826,37.5738126707,126.935171972
120-821,37.5596229038,126.9568876
120-820,37.5596229038,126.9568876
120-823,37.5738126707,126.935171972
540-200,34.9588067676,127.486971615
476-892,37.4409195326,127.512691187
132-701,37.6642033341,127.040742842
132-700,37.6698340816,127.046635421
132-703,37.6489011146,127.028201841
132-891,37.6480402666,127.026062153
132-890,37.6480402666,127.026062153
132-893,37.6579728034,127.038794715
132-892,37.6579728034,127.038794715
132-895,37.6579728034,127.038794715
132-894,37.6579728034,127.038794715
132-897,37.6579728034,127.038794715
132-896,37.6579728034,127.038794715
132-899,37.6522412708,127.05156064
132-705,37.6522412708,127.05156064
132-704,37.6642033341,127.040742842
132-707,37.6698340816,127.046635421
132-706,37.6563061176,127.043580749
440-600,37.3034965929,127.009682297
642-550,35.2234167283,128.699308567
580-913,35.7195085618,126.893079174
580-912,35.6984022564,126.935946611
580-911,35.7181798434,126.943026011
580-910,35.7153923977,126.928236848
132-763,37.6642033341,127.040742842
132-762,37.6592949148,127.027924712
132-761,37.6592949148,127.027924712
132-760,37.6698340816,127.046635421
132-767,37.6592949148,127.027924712
132-766,37.6592949148,127.027924712
132-765,37.6592949148,127.027924712
132-764,37.6592949148,127.027924712
617-758,35.1637476169,128.987151231
617-759,35.1637476169,128.987151231
617-756,35.1911086071,128.992331478
617-757,35.1911086071,128.992331478
617-754,35.1847254222,128.996008714
617-755,35.1911086071,128.992331478
617-752,35.1847254222,128.996008714
617-753,35.1847254222,128.996008714
617-751,35.1847254222,128.996008714
121-855,37.5471611904,126.935176954
121-854,37.5471611904,126.935176954
462-840,37.4283174749,127.146383575
150-942,37.5337949488,126.9047356
150-940,37.5144572928,126.889829482
150-947,37.5267849151,126.930167091
150-946,37.5293681803,126.891015825
150-945,37.5267849151,126.930167091
150-944,37.5194820467,126.88682218
121-851,37.5437143888,126.955561526
150-949,37.5267849151,126.930167091
150-948,37.5267849151,126.930167091
121-850,37.5686200174,126.908915636
445-791,37.2075216907,127.057939022
445-790,37.1934918317,127.074876988
445-793,37.2075216907,127.057939022
445-792,37.2075216907,127.057939022
445-795,37.2240644151,126.940962126
445-794,37.2075216907,127.057939022
445-797,37.2205875289,126.961232117
445-796,37.2205875289,126.961232117
412-070,37.6777544979,126.876869603
445-798,37.2205875289,126.961232117
121-852,37.5437143888,126.955561526
701-150,35.8908636706,128.690871712
100-638,37.5637609167,126.997469163
100-639,37.5637609167,126.997469163
100-632,37.5637609167,126.997469163
100-633,37.5637609167,126.997469163
100-630,37.5637609167,126.997469163
100-631,37.5637609167,126.997469163
100-636,37.5637609167,126.997469163
100-637,37.5637609167,126.997469163
100-634,37.5637609167,126.997469163
100-635,37.5637609167,126.997469163
429-430,37.3843698262,126.781508196
701-480,35.9499824176,128.642494683
645-470,35.1418109453,128.758550917
423-768,37.480934521,126.870355377
423-769,37.4716719124,126.848919609
423-764,37.4716719124,126.848919609
423-765,37.4694288212,126.853549861
423-766,37.4522110542,126.885011359
423-767,37.4907492269,126.867941213
423-760,37.4657586137,126.877774269
423-761,37.4657586137,126.877774269
423-762,37.4657586137,126.877774269
423-763,37.4657586137,126.877774269
630-774,35.2467710054,128.507660204
630-776,35.2467710054,128.507660204
630-771,35.2467710054,128.507660204
630-770,35.2313803476,128.489695391
630-773,35.2467710054,128.507660204
630-772,35.2467710054,128.507660204
630-779,35.2290615285,128.584007275
301-826,36.3305087346,127.418794839
704-826,35.8328233809,128.545561254
704-821,35.8328233809,128.545561254
704-820,35.8328233809,128.545561254
704-823,35.8293738401,128.553382095
301-823,36.3305087346,127.418794839
650-140,34.832706863,128.414535199
355-773,36.3635865539,126.603726927
355-772,36.340473597,126.594166542
355-771,36.3532372367,126.589768778
355-770,36.351888738,126.597084059
704-829,35.8195928331,128.522529469
301-829,36.3255100897,127.403813594
220-862,37.2435914391,128.046548297
220-863,37.2773933403,128.085770729
220-860,37.2307539769,128.079462986
220-861,37.2120154458,128.099577106
220-864,37.2461480145,128.149766037
462-820,37.43214435,127.13160324
151-812,37.480738318,126.956960097
546-881,34.7200422607,127.048551277
670-821,35.8741049907,127.921269369
670-820,35.8053725096,127.917257701
670-823,35.8284450749,127.944100593
670-822,35.7932872618,127.905579219
151-815,37.4751295634,126.96526134
530-171,34.7857283862,126.386854781
530-172,34.7867309049,126.385457597
140-834,37.5419195198,126.982945594
140-835,37.5419195198,126.982945594
448-911,37.3418901847,127.098826829
140-830,37.5529659899,126.966999743
140-831,37.5376395158,126.959656506
140-832,37.5376395158,126.959656506
140-833,37.5419195198,126.982945594
502-768,35.1351932465,126.857200856
502-769,35.1351932465,126.857200856
502-766,35.1351932465,126.857200856
502-767,35.1351932465,126.857200856
502-764,35.1643898557,126.880261558
502-765,35.1351932465,126.857200856
502-762,35.1351932465,126.857200856
502-763,35.141849192,126.873697438
502-761,35.1455931664,126.882374114
520-240,34.9996983779,126.713984113
548-863,34.7667868377,127.28813755
548-862,34.741535899,127.288338144
548-861,34.7792018191,127.275363486
548-860,34.771303297,127.284141967
443-400,37.2407749028,127.04777628
604-600,35.1045078428,128.974794051
110-619,37.5731727186,126.979225504
323-860,36.1820005727,126.821054946
323-861,36.1643425121,126.829830716
323-862,36.1845070217,126.831757021
110-430,37.5692172241,126.994023347
100-610,37.5637609167,126.997469163
131-204,37.5746825166,127.085454266
100-611,37.5637609167,126.997469163
100-612,37.5637609167,126.997469163
100-613,37.5637609167,126.997469163
100-614,37.5637609167,126.997469163
131-200,37.5803715762,127.087661591
200-789,37.9033791315,127.739267151
100-616,37.5637609167,126.997469163
585-924,35.5303943038,126.571921319
585-923,35.5077218255,126.563029489
585-922,35.5023429568,126.524900489
585-921,35.5243671024,126.52217764
585-920,35.5242896193,126.550798969
471-859,37.6348783912,127.116212145
471-858,37.6348783912,127.116212145
390-170,37.1120540832,128.203060087
471-856,37.5825944752,127.152241677
471-855,37.6011550888,127.127773819
240-030,37.5368110471,129.104920447
471-853,37.6045457328,127.13486439
471-851,37.6045457328,127.13486439
520-934,35.0555272996,126.646134134
520-933,34.9994512671,126.615384176
520-932,34.976231527,126.626864357
520-931,34.9990324149,126.66505649
520-930,35.0193347314,126.637353744
706-904,35.8662024247,128.617798329
706-905,35.8581487881,128.641257439
706-906,35.8573563473,128.610591521
706-907,35.8573563473,128.610591521
350-871,36.5711574457,126.555250777
350-870,36.5243195041,126.54660026
350-873,36.5160828105,126.542767699
350-872,36.5356426739,126.558442486
706-908,35.8439892482,128.638149961
706-909,35.8154622598,128.615011165
626-230,35.3663208714,129.029043308
480-929,37.7553882119,127.05974803
480-928,37.7553882119,127.05974803
480-923,37.7553882119,127.05974803
480-922,37.7434203565,127.029653633
480-921,37.749063753,127.04233702
480-920,37.7119593353,127.048662379
631-820,35.1154876054,128.4674223
631-821,35.1372240703,128.459531066
631-822,35.1764728958,128.463951307
631-823,35.1333629885,128.434176272
472-920,37.7015351371,127.200427984
472-921,37.7335299978,127.230259125
472-922,37.7274201757,127.171821509
472-923,37.7195892415,127.217476367
472-924,37.7195892415,127.217476367
472-925,37.6104709089,127.200600134
660-778,35.1892387398,128.127314141
660-779,35.157919016,128.102394991
660-776,35.1738087416,128.065151828
660-777,35.1738087416,128.065151828
660-774,35.1738087416,128.065151828
660-775,35.1738087416,128.065151828
660-772,35.1690048708,128.08403863
660-773,35.1690048708,128.08403863
660-770,35.1690048708,128.08403863
660-771,35.1690048708,128.08403863
430-816,37.3924941183,126.935920185
430-817,37.3924941183,126.935920185
430-814,37.3992243195,126.925926219
110-880,37.5748919525,127.019987083
430-815,37.3924941183,126.935920185
110-885,37.5736775114,126.980610943
430-812,37.4049457798,126.917716148
110-888,37.5702572573,126.980149991
220-080,37.3475433136,127.956937357
430-813,37.3914668603,126.908403167
122-800,37.6234709476,126.916764506
430-810,37.40915913,126.895170662
430-811,37.40915913,126.895170662
415-735,37.6195922823,126.716683543
300-360,36.41925478,127.485725758
595-842,35.3393262399,127.165795193
595-841,35.3493613327,127.118563024
595-840,35.3366458739,127.138418441
427-090,37.4301272234,127.002517293
380-060,36.9815462472,127.928995131
380-062,36.9815462472,127.928995131
110-260,37.58010761,126.984716559
134-071,37.5496332868,127.145882666
134-070,37.5494403331,127.150304746
134-072,37.5463576156,127.151326045
718-831,36.0433982329,128.416916237
718-830,36.0514914857,128.409186792
560-809,35.7945967891,127.116787142
560-808,35.7945967891,127.116787142
619-711,35.3138555313,129.244012735
560-803,35.819887213,127.142585408
560-802,35.819887213,127.142585408
560-801,35.8020195969,127.10085351
560-800,35.8020195969,127.10085351
570-130,35.925162481,126.928034505
560-806,35.7945967891,127.116787142
560-805,35.7945967891,127.116787142
560-804,35.7945967891,127.116787142
750-909,36.8207400033,128.618783063
750-908,36.8265379565,128.619909443
122-739,37.6348840586,126.921165699
122-738,37.6348840586,126.921165699
750-901,36.8187367259,128.617947431
122-732,37.6348840586,126.921165699
750-903,36.8187367259,128.617947431
750-902,36.8293612263,128.611858712
750-905,36.8427342104,128.645895413
750-904,36.8427342104,128.645895413
750-907,36.8265379565,128.619909443
621-190,35.2642807157,128.902717725
445-802,37.2205875289,126.961232117
445-804,37.2240644151,126.940962126
601-740,35.1213141555,129.039789519
601-741,35.1213141555,129.039789519
601-742,35.1213141555,129.039789519
445-809,37.2240644151,126.940962126
314-180,36.426629414,127.106651123
745-705,36.5985996793,128.197805796
745-704,36.590905454,128.187254638
745-706,36.631213527,128.20584127
745-701,36.590905454,128.187254638
745-703,36.590905454,128.187254638
745-702,36.590905454,128.187254638
500-788,35.184408763,126.92192607
500-789,35.1804096207,126.90118059
500-786,35.1868242043,126.921629514
500-787,35.184408763,126.92192607
500-784,35.1748541089,126.874419244
500-785,35.1868242043,126.921629514
500-782,35.184408763,126.92192607
500-783,35.1703145166,126.920951605
500-780,35.2015163182,126.864512615
500-781,35.184408763,126.92192607
463-773,37.3828105282,127.126083587
463-772,37.3828105282,127.126083587
463-771,37.3828105282,127.126083587
637-813,35.2234387663,128.401233035
637-812,35.2374552828,128.433233997
637-811,35.2150723792,128.433178632
463-774,37.3828105282,127.126083587
463-779,37.3668407568,127.126092984
463-778,37.3754592998,127.11800554
536-882,34.6725929801,126.329007061
137-953,37.4835998899,127.012518545
719-844,35.8056169388,128.360901566
536-881,34.6970880605,126.331341448
719-841,35.880442673,128.269461421
719-840,35.8359591813,128.337023355
719-843,35.8718314881,128.248432988
719-842,35.8603664612,128.338987482
500-878,35.1616458843,126.913944167
500-879,35.1645183379,126.923060279
545-702,34.9372916028,127.723176573
500-870,35.1658485664,126.894151288
500-871,35.1722805333,126.917138357
500-872,35.1682836341,126.909203962
500-873,35.1722805333,126.917138357
500-874,35.1682836341,126.909203962
500-875,35.1722805333,126.917138357
500-876,35.1616458843,126.913944167
500-877,35.1616458843,126.913944167
526-805,34.788749786,126.684605915
526-804,34.811083631,126.707939952
526-806,34.7962265356,126.778879691
526-801,34.7991645024,126.711422014
526-800,34.7997459376,126.701344635
526-803,34.8098871527,126.741684367
526-802,34.7980253368,126.696682618
545-707,34.9638179686,127.566857016
545-706,34.9638179686,127.566857016
152-848,37.485664312,126.893272861
545-705,34.9733524612,127.581018288
407-728,37.5307998428,126.729885541
407-729,37.5428607963,126.724510217
407-726,37.558970976,126.761079969
407-727,37.558970976,126.761079969
407-724,37.558970976,126.761079969
407-725,37.558970976,126.761079969
407-722,37.5678793767,126.741944727
407-723,37.5581059824,126.743870757
407-720,37.5251629896,126.710040723
407-721,37.5251629896,126.710040723
791-120,36.0531878576,129.375303241
545-709,34.96724841,127.586261735
471-821,37.5965169132,127.149171916
472-100,37.6072439877,127.158919391
579-914,35.6164775224,126.288852923
465-717,37.542399603,127.198159066
465-716,37.542399603,127.198159066
465-715,37.541741229,127.214016771
465-714,37.5438985759,127.20673571
465-713,37.5335585195,127.200579498
